UnixTime,102,107,108,109,10A,10C,10E,10F
1911,平飞,静止,向左上升飞行,向左飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1912,平飞,静止,向左上升飞行,向左飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1913,平飞,静止,向左上升飞行,向左飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1914,平飞,静止,向右下降飞行,向左飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1915,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1916,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1917,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1918,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右下降飞行
1919,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右飞行
1920,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,静止
1921,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,静止
1922,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,静止
1923,平飞,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,静止
1924,平飞,静止,向右下降飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,静止
1925,平飞,静止,向右下降飞行,向左飞行,向左上升飞行,向左上升飞行,向左上升飞行,静止
1926,平飞,静止,向右下降飞行,静止,向左上升飞行,向左上升飞行,向左上升飞行,静止
1927,平飞,静止,向右下降飞行,静止,向左上升飞行,向左上升飞行,向左上升飞行,静止
1928,平飞,静止,向右下降飞行,静止,向左上升飞行,向左上升飞行,向左上升飞行,静止
1929,平飞,静止,向右下降飞行,静止,向左上升飞行,向左上升飞行,向左上升飞行,静止
1930,平飞,静止,向右下降飞行,静止,向左上升飞行,向左上升飞行,向左上升飞行,静止
1931,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1932,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1933,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1934,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1935,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1936,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1937,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1938,平飞,静止,向右下降飞行,静止,向左上升飞行,向左下降飞行,向左上升飞行,静止
1939,平飞,静止,向右下降飞行,静止,向左飞行,向左下降飞行,向左上升飞行,静止
1940,平飞,静止,向右上升飞行,静止,向左飞行,向左下降飞行,向左上升飞行,静止
1941,平飞,静止,向右上升飞行,静止,向左飞行,向左下降飞行,向左上升飞行,静止
1942,平飞,静止,向右上升飞行,静止,向左飞行,向左飞行,向左上升飞行,静止
1943,平飞,静止,向右上升飞行,静止,向左飞行,静止,向左上升飞行,静止
1944,平飞,静止,向右上升飞行,静止,向左飞行,静止,向左上升飞行,静止
1945,平飞,静止,向右上升飞行,静止,向左飞行,静止,向左上升飞行,静止
1946,平飞,静止,向右上升飞行,静止,向左飞行,静止,向左上升飞行,静止
1947,平飞,静止,向右上升飞行,静止,向左飞行,静止,向左上升飞行,静止
1948,平飞,静止,向右上升飞行,静止,向左飞行,静止,向左上升飞行,静止
1949,平飞,静止,向右上升飞行,静止,向左飞行,静止,向左上升飞行,静止
1950,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左上升飞行,静止
1951,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左上升飞行,静止
1952,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左上升飞行,静止
1953,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左上升飞行,静止
1954,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左上升飞行,静止
1955,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左上升飞行,静止
1956,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左下降飞行,静止
1957,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左下降飞行,静止
1958,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左下降飞行,静止
1959,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左下降飞行,静止
1960,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左下降飞行,静止
1961,平飞,静止,向右上升飞行,静止,向左下降飞行,静止,向左下降飞行,静止
1962,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1963,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1964,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1965,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1966,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1967,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1968,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1969,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1970,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1971,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1972,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1973,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1974,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1975,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1976,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1977,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1978,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1979,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1980,平飞,静止,向右上升飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1981,平飞,静止,向右飞行,静止,向左上升飞行,静止,向左下降飞行,静止
1982,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1983,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1984,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1985,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1986,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1987,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1988,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1989,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1990,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1991,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1992,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1993,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1994,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1995,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1996,平飞,静止,静止,静止,向左上升飞行,静止,向左下降飞行,静止
1997,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
1998,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
1999,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2000,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2001,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2002,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2003,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2004,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2005,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2006,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2007,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2008,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2009,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2010,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2011,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2012,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2013,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2014,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2015,平飞,静止,静止,静止,向左上升飞行,静止,向右飞行,静止
2016,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2017,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2018,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2019,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2020,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2021,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2022,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2023,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2024,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2025,平飞,静止,静止,静止,向左上升飞行,静止,向右下降飞行,静止
2026,平飞,静止,静止,静止,下降飞行,静止,向右下降飞行,静止
2027,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2028,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2029,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2030,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2031,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2032,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2033,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2034,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2035,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2036,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2037,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2038,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2039,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2040,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2041,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2042,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2043,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2044,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2045,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2046,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2047,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2048,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2049,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2050,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2051,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2052,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2053,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2054,平飞,静止,静止,静止,下降飞行,静止,下降飞行,静止
2055,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2056,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2057,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2058,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2059,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2060,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2061,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2062,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2063,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2064,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2065,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2066,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2067,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2068,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2069,平飞,静止,静止,静止,下降飞行,静止,向左下降飞行,静止
2070,平飞,静止,静止,静止,下降飞行,静止,上升飞行,静止
2071,平飞,静止,静止,静止,下降飞行,静止,上升飞行,静止
2072,平飞,静止,静止,静止,下降飞行,静止,上升飞行,静止
2073,平飞,静止,静止,静止,下降飞行,静止,上升飞行,静止
2074,平飞,静止,静止,静止,下降飞行,静止,上升飞行,静止
2075,平飞,静止,静止,静止,下降飞行,静止,上升飞行,静止
2076,平飞,静止,静止,静止,下降飞行,静止,上升飞行,静止
2077,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2078,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2079,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2080,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2081,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2082,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2083,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2084,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2085,平飞,静止,静止,静止,平飞,静止,向左下降飞行,静止
2086,平飞,静止,静止,静止,平飞,静止,向左下降飞行,静止
2087,平飞,静止,静止,静止,平飞,静止,向左下降飞行,静止
2088,平飞,静止,静止,静止,平飞,静止,向左下降飞行,静止
2089,平飞,静止,静止,静止,平飞,静止,向左下降飞行,静止
2090,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2091,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2092,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2093,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2094,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2095,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2096,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2097,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2098,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2099,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2100,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2101,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2102,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2103,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2104,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2105,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2106,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2107,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2108,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2109,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2110,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2111,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2112,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2113,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2114,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2115,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2116,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2117,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2118,平飞,静止,静止,静止,平飞,静止,下降飞行,静止
2119,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2120,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2121,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2122,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2123,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2124,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2125,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2126,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2127,平飞,静止,静止,静止,平飞,静止,上升飞行,静止
2128,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2129,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2130,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2131,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2132,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2133,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2134,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2135,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2136,平飞,静止,静止,静止,向右飞行,静止,上升飞行,静止
2137,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2138,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2139,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2140,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2141,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2142,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2143,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2144,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2145,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2146,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2147,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2148,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2149,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2150,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2151,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2152,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2153,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2154,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2155,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2156,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2157,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2158,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2159,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2160,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2161,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2162,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2163,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2164,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2165,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2166,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2167,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2168,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2169,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2170,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2171,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2172,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2173,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2174,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2175,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2176,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2177,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2178,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2179,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2180,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2181,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2182,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2183,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2184,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2185,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2186,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2187,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2188,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2189,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2190,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2191,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2192,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2193,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2194,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2195,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2196,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2197,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2198,平飞,静止,静止,静止,向右飞行,静止,下降飞行,静止
2199,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2200,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2201,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2202,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2203,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2204,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2205,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2206,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2207,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2208,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2209,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2210,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2211,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2212,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2213,平飞,静止,静止,静止,向右飞行,静止,平飞,静止
2214,平飞,静止,静止,静止,平飞,静止,平飞,静止
2215,平飞,静止,静止,静止,平飞,静止,平飞,静止
2216,平飞,静止,静止,静止,平飞,静止,平飞,静止
2217,平飞,静止,静止,静止,平飞,静止,平飞,静止
2218,平飞,静止,静止,静止,平飞,静止,平飞,静止
2219,平飞,静止,静止,静止,平飞,静止,平飞,静止
2220,平飞,静止,静止,静止,平飞,静止,平飞,静止
2221,平飞,静止,静止,静止,平飞,静止,平飞,静止
2222,平飞,静止,静止,静止,平飞,静止,平飞,静止
2223,平飞,静止,静止,静止,平飞,静止,平飞,静止
2224,平飞,静止,静止,静止,平飞,静止,平飞,静止
2225,平飞,静止,静止,静止,平飞,静止,平飞,静止
2226,平飞,静止,静止,静止,平飞,静止,平飞,静止
2227,平飞,静止,静止,静止,平飞,静止,平飞,静止
2228,平飞,静止,静止,静止,平飞,静止,平飞,静止
2229,平飞,静止,静止,静止,平飞,静止,平飞,静止
2230,平飞,静止,静止,静止,平飞,静止,平飞,静止
2231,平飞,静止,静止,静止,平飞,静止,平飞,静止
2232,平飞,静止,静止,静止,平飞,静止,平飞,静止
2233,平飞,静止,静止,静止,平飞,静止,平飞,静止
2234,平飞,静止,静止,静止,平飞,静止,平飞,静止
2235,平飞,静止,静止,静止,平飞,静止,平飞,静止
2236,平飞,静止,静止,静止,平飞,静止,平飞,静止
2237,平飞,静止,静止,静止,平飞,静止,平飞,静止
2238,平飞,静止,静止,静止,平飞,静止,平飞,静止
2239,平飞,静止,静止,静止,平飞,静止,平飞,静止
2240,平飞,静止,静止,静止,平飞,静止,平飞,静止
2241,平飞,静止,静止,静止,平飞,静止,平飞,静止
2242,平飞,静止,静止,静止,平飞,静止,平飞,静止
2243,平飞,静止,静止,静止,平飞,静止,平飞,静止
2244,平飞,静止,静止,静止,平飞,静止,平飞,静止
2245,平飞,静止,静止,静止,平飞,静止,平飞,静止
2246,平飞,静止,静止,静止,平飞,静止,平飞,静止
2247,平飞,静止,静止,静止,平飞,静止,平飞,静止
2248,平飞,静止,静止,静止,平飞,静止,平飞,静止
2249,平飞,静止,静止,静止,平飞,静止,平飞,静止
2250,平飞,静止,静止,静止,平飞,静止,平飞,静止
2251,平飞,静止,静止,静止,平飞,静止,平飞,静止
2252,平飞,静止,静止,静止,平飞,静止,平飞,静止
2253,平飞,静止,静止,静止,平飞,静止,平飞,静止
2254,平飞,静止,静止,静止,平飞,静止,平飞,静止
2255,平飞,静止,静止,静止,平飞,静止,平飞,静止
2256,平飞,静止,静止,静止,平飞,静止,平飞,静止
2257,平飞,静止,静止,静止,平飞,静止,平飞,静止
2258,平飞,静止,静止,静止,平飞,静止,平飞,静止
2259,平飞,静止,静止,静止,平飞,静止,平飞,静止
2260,平飞,静止,静止,静止,平飞,静止,平飞,静止
2261,平飞,静止,静止,静止,平飞,静止,平飞,静止
2262,平飞,静止,静止,静止,平飞,静止,平飞,静止
2263,平飞,静止,静止,静止,平飞,静止,平飞,静止
2264,平飞,静止,静止,静止,平飞,静止,平飞,静止
2265,平飞,静止,静止,静止,平飞,静止,平飞,静止
2266,平飞,静止,静止,静止,平飞,静止,平飞,静止
2267,平飞,静止,静止,静止,平飞,静止,平飞,静止
2268,平飞,静止,静止,静止,平飞,静止,平飞,静止
2269,平飞,静止,静止,静止,平飞,静止,平飞,静止
2270,平飞,静止,静止,静止,平飞,静止,平飞,静止
2271,平飞,静止,静止,静止,平飞,静止,平飞,静止
2272,平飞,静止,静止,静止,平飞,静止,平飞,静止
2273,平飞,静止,静止,静止,平飞,静止,平飞,静止
2274,平飞,静止,静止,静止,平飞,静止,平飞,静止
2275,平飞,静止,静止,静止,平飞,静止,平飞,静止
2276,平飞,静止,静止,静止,平飞,静止,平飞,静止
2277,平飞,静止,静止,静止,平飞,静止,平飞,静止
2278,平飞,静止,静止,静止,平飞,静止,平飞,静止
2279,平飞,静止,静止,静止,平飞,静止,平飞,静止
2280,平飞,静止,静止,静止,平飞,静止,平飞,静止
2281,平飞,静止,静止,静止,平飞,静止,平飞,静止
2282,平飞,静止,静止,静止,平飞,静止,平飞,静止
2283,平飞,静止,静止,静止,平飞,静止,平飞,静止
2284,平飞,静止,静止,静止,平飞,静止,平飞,静止
2285,平飞,静止,静止,静止,平飞,静止,平飞,静止
2286,平飞,静止,静止,静止,平飞,静止,平飞,静止
2287,平飞,静止,静止,静止,平飞,静止,平飞,静止
2288,平飞,静止,静止,静止,平飞,静止,平飞,静止
2289,平飞,静止,静止,静止,平飞,静止,平飞,静止
2290,平飞,静止,静止,静止,平飞,静止,平飞,静止
2291,平飞,静止,静止,静止,平飞,静止,平飞,静止
2292,平飞,静止,静止,静止,平飞,静止,平飞,静止
2293,平飞,静止,静止,静止,平飞,静止,平飞,静止
2294,平飞,静止,静止,静止,平飞,静止,平飞,静止
2295,平飞,静止,静止,静止,平飞,静止,平飞,静止
2296,平飞,静止,静止,静止,平飞,静止,平飞,静止
2297,平飞,静止,静止,静止,平飞,静止,平飞,静止
2298,平飞,静止,静止,静止,平飞,静止,平飞,静止
2299,平飞,静止,静止,静止,平飞,静止,平飞,静止
2300,平飞,静止,静止,静止,平飞,静止,平飞,静止
2301,平飞,静止,静止,静止,平飞,静止,平飞,静止
2302,平飞,静止,静止,静止,平飞,静止,平飞,静止
2303,平飞,静止,静止,静止,平飞,静止,平飞,静止
2304,平飞,静止,静止,静止,平飞,静止,平飞,静止
