UnixTime,102,104,106,109,10C,10D,10E
2366,平飞,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2367,平飞,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2368,平飞,向右下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左下降飞行,向左飞行
2369,平飞,向右下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左下降飞行,向左飞行
2370,平飞,向右下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2371,平飞,向右下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2372,平飞,向右下降飞行,向右上升飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2373,平飞,向右下降飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2374,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2375,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2376,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2377,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2378,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2379,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2380,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2381,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2382,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2383,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向左飞行
2384,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2385,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2386,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2387,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2388,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2389,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2390,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2391,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2392,平飞,向右飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右飞行
2393,平飞,向右飞行,向右下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2394,平飞,向右下降飞行,向右下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2395,平飞,向右下降飞行,向右下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2396,平飞,向右下降飞行,向右下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2397,平飞,向右下降飞行,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2398,平飞,向右下降飞行,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2399,平飞,向右下降飞行,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2400,平飞,向右下降飞行,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2401,平飞,向右下降飞行,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2402,平飞,向右下降飞行,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2403,平飞,向右下降飞行,向左下降飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2404,平飞,向右下降飞行,向左上升飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2405,平飞,向右下降飞行,向左上升飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2406,平飞,向右下降飞行,向左上升飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2407,平飞,向右下降飞行,向左上升飞行,向右飞行,向左上升飞行,向左上升飞行,向右飞行
2408,平飞,向右下降飞行,向左上升飞行,向右飞行,向左上升飞行,向左上升飞行,向左上升飞行
2409,平飞,向右下降飞行,向左上升飞行,向右飞行,向左上升飞行,向左上升飞行,向左上升飞行
2410,平飞,向右下降飞行,向左上升飞行,向右飞行,上升飞行,向左上升飞行,向左上升飞行
2411,平飞,向右下降飞行,向左上升飞行,向右飞行,上升飞行,向左上升飞行,向左上升飞行
2412,平飞,向右下降飞行,向左上升飞行,向右飞行,上升飞行,向左上升飞行,向左上升飞行
2413,平飞,向右下降飞行,向右下降飞行,向右飞行,上升飞行,向左上升飞行,向左上升飞行
2414,平飞,向右下降飞行,向右下降飞行,向右飞行,向右上升飞行,向左上升飞行,向左上升飞行
2415,平飞,向右下降飞行,向右下降飞行,向右飞行,向右上升飞行,向左上升飞行,向左上升飞行
2416,平飞,向右下降飞行,向右下降飞行,向右飞行,向右上升飞行,向左上升飞行,向左上升飞行
2417,平飞,向右下降飞行,向右上升飞行,向右飞行,向右上升飞行,向左上升飞行,向左上升飞行
2418,平飞,向右下降飞行,向右上升飞行,向右飞行,向右上升飞行,向左上升飞行,向左上升飞行
2419,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2420,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2421,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2422,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2423,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2424,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2425,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2426,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2427,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2428,平飞,向右下降飞行,向右上升飞行,向右飞行,向右飞行,向左上升飞行,向左上升飞行
2429,平飞,向右下降飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向左上升飞行
2430,平飞,向右下降飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2431,平飞,向右下降飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2432,平飞,向右下降飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2433,平飞,向右下降飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2434,平飞,向右下降飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2435,平飞,向右上升飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2436,平飞,向右上升飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2437,平飞,向右上升飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2438,平飞,向右上升飞行,向右上升飞行,向右飞行,向左下降飞行,向左上升飞行,向右下降飞行
2439,平飞,向右上升飞行,向右上升飞行,向右飞行,向右下降飞行,向右上升飞行,向右下降飞行
2440,平飞,向右上升飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2441,平飞,向右上升飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2442,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2443,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2444,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2445,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2446,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2447,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2448,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2449,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2450,平飞,向右下降飞行,向左下降飞行,向右飞行,向右下降飞行,向右上升飞行,向右上升飞行
2451,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2452,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2453,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2454,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2455,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2456,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2457,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2458,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2459,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2460,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2461,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行
2462,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2463,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2464,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2465,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2466,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2467,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2468,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2469,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2470,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2471,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2472,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2473,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2474,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2475,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2476,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2477,平飞,平飞,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2478,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2479,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2480,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2481,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2482,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2483,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2484,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2485,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2486,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2487,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2488,平飞,向左飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2489,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2490,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右下降飞行
2491,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
2492,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
2493,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
2494,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
2495,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向右下降飞行
2496,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2497,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2498,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2499,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2500,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2501,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2502,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2503,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2504,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2505,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右上升飞行,向左下降飞行
2506,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2507,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2508,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2509,平飞,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2510,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2511,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2512,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2513,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2514,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2515,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2516,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2517,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2518,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2519,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2520,平飞,向左上升飞行,向右下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2521,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2522,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2523,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2524,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2525,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2526,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2527,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2528,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2529,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2530,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2531,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2532,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2533,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2534,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2535,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2536,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2537,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2538,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2539,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2540,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2541,平飞,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2542,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2543,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2544,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向左下降飞行
2545,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2546,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2547,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2548,平飞,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2549,平飞,上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2550,平飞,上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2551,平飞,上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2552,平飞,上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2553,平飞,上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2554,平飞,上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2555,平飞,上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2556,平飞,平飞,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2557,平飞,平飞,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2558,平飞,平飞,向右上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2559,平飞,平飞,向右飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左下降飞行
2560,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行
2561,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行
2562,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2563,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2564,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2565,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2566,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2567,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2568,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2569,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2570,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2571,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2572,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左飞行,向左上升飞行
2573,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2574,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2575,平飞,平飞,向右飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2576,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2577,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2578,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2579,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2580,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2581,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2582,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2583,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2584,平飞,平飞,向右飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行
2585,平飞,平飞,向右飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2586,平飞,平飞,向右飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2587,平飞,平飞,向右飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2588,平飞,平飞,向右飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2589,平飞,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2590,平飞,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2591,平飞,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2592,平飞,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2593,平飞,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2594,平飞,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2595,平飞,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左上升飞行
2596,平飞,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2597,平飞,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2598,平飞,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2599,平飞,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2600,平飞,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2601,平飞,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2602,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2603,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2604,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2605,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2606,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2607,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2608,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2609,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2610,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2611,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2612,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2613,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2614,平飞,平飞,向左下降飞行,平飞,向左下降飞行,向左上升飞行,向左上升飞行
2615,平飞,平飞,向左下降飞行,上升飞行,向左下降飞行,向左上升飞行,向左上升飞行
2616,平飞,平飞,向左下降飞行,上升飞行,向左下降飞行,向左上升飞行,向左上升飞行
2617,平飞,平飞,向左下降飞行,上升飞行,向左下降飞行,向左上升飞行,向左上升飞行
2618,平飞,平飞,向左下降飞行,上升飞行,向左下降飞行,向左上升飞行,向左上升飞行
2619,平飞,平飞,向左下降飞行,上升飞行,向左下降飞行,向左上升飞行,向左上升飞行
2620,平飞,平飞,向左下降飞行,下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2621,平飞,平飞,向左下降飞行,下降飞行,向左下降飞行,向左上升飞行,向左上升飞行
2622,平飞,平飞,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2623,平飞,平飞,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2624,平飞,平飞,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2625,平飞,平飞,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2626,平飞,平飞,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2627,平飞,向左上升飞行,向左下降飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2628,平飞,向左上升飞行,向左上升飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2629,平飞,向左上升飞行,向左上升飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2630,平飞,向左上升飞行,向左上升飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2631,平飞,向左上升飞行,向左上升飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2632,平飞,向左上升飞行,向左上升飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
2633,平飞,向左上升飞行,向左上升飞行,下降飞行,向左上升飞行,向左上升飞行,向左上升飞行
