UnixTime,103,104,105,10D,10E,202,20E,50B
964,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
965,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
966,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
967,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
968,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
969,平飞,平飞,平飞,平飞,静止,平飞,静止,平飞
970,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
971,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
972,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
973,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
974,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
975,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
976,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
977,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
978,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
979,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
980,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
981,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
982,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
983,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
984,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
985,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
986,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
987,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
988,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
989,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
990,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
991,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
992,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
993,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
994,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
995,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
996,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
997,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
998,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
999,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1000,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1001,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1002,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1003,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1004,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1005,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1006,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1007,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1008,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1009,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1010,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1011,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1012,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1013,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1014,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1015,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1016,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1017,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1018,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1019,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1020,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1021,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1022,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1023,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1024,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1025,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1026,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1027,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1028,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1029,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1030,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1031,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1032,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1033,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1034,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1035,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1036,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1037,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1038,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1039,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1040,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1041,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1042,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1043,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1044,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1045,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1046,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1047,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1048,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1049,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1050,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1051,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1052,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1053,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1054,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1055,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1056,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1057,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1058,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1059,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1060,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1061,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1062,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1063,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1064,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1065,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1066,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1067,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1068,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1069,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1070,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1071,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1072,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1073,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1074,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1075,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1076,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1077,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1078,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1079,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1080,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1081,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1082,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1083,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1084,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1085,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1086,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1087,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1088,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1089,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1090,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1091,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1092,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1093,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1094,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1095,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1096,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1097,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1098,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1099,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1100,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1101,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1102,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1103,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1104,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1105,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1106,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1107,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1108,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1109,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1110,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1111,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1112,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1113,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1114,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1115,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1116,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1117,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1118,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1119,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1120,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1121,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1122,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1123,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1124,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1125,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1126,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1127,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1128,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1129,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1130,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1131,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1132,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1133,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1134,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1135,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1136,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1137,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1138,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1139,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1140,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1141,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1142,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1143,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1144,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1145,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1146,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1147,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1148,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1149,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1150,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1151,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1152,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1153,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1154,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1155,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1156,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1157,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1158,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1159,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1160,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1161,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1162,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1163,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1164,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1165,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1166,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1167,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1168,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1169,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1170,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1171,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1172,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1173,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1174,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1175,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1176,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1177,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1178,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1179,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1180,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1181,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1182,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1183,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1184,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1185,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1186,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1187,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1188,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1189,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1190,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1191,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1192,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1193,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1194,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1195,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1196,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1197,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1198,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1199,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1200,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1201,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1202,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1203,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1204,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1205,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1206,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1207,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1208,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1209,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1210,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1211,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1212,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1213,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1214,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1215,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1216,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1217,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1218,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1219,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1220,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1221,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1222,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1223,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1224,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1225,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1226,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1227,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1228,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1229,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1230,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1231,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1232,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1233,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1234,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1235,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1236,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1237,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1238,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1239,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1240,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1241,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1242,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1243,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1244,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1245,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1246,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1247,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1248,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1249,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1250,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1251,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1252,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1253,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1254,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1255,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1256,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1257,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1258,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1259,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1260,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1261,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1262,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1263,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1264,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1265,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1266,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1267,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1268,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1269,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1270,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1271,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1272,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1273,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1274,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1275,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1276,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1277,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1278,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1279,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1280,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1281,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1282,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1283,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1284,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1285,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1286,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1287,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1288,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1289,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1290,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1291,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1292,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1293,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1294,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1295,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1296,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1297,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1298,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1299,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1300,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1301,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1302,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1303,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1304,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1305,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1306,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1307,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1308,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1309,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1310,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1311,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1312,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1313,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1314,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1315,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1316,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1317,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1318,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1319,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1320,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1321,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1322,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1323,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1324,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1325,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1326,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1327,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1328,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1329,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1330,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1331,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1332,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1333,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1334,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1335,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1336,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1337,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1338,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1339,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1340,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1341,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1342,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1343,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1344,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1345,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1346,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1347,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1348,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1349,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1350,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1351,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1352,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1353,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1354,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1355,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1356,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1357,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1358,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1359,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1360,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1361,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1362,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1363,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1364,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1365,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1366,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1367,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1368,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1369,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1370,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1371,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1372,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1373,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1374,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
1375,平飞,平飞,平飞,平飞,静止,平飞,平飞,平飞
